time,id,myrank,sentvn,mypparent,pparentrank,nneighbors,children,sentDIS,sentDIO,generatedDAO,forwardedDAO,generatedNPDAO,forwardedNPDAO,ttlsent,receivedDIS,receivedDIO,receivedDAO,ttlrcvd,forwardeddata,attack
2041.49,12,1171 ,103 ,18 ,864 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,1590 ,0, 0 
2041.605,9,1141 ,103 ,5 ,787 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,23 ,3 ,26,3180 ,0, 0 
2041.611,5,875 ,103 ,2 ,512 ,3 ,0 ,0 ,1 ,17 ,3 ,0 ,0 ,21 ,0 ,25 ,3 ,28,2926 ,0, 0 
2041.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,25 ,1 ,26,1481 ,0, 0 
2041.706,17,1187 ,103 ,16 ,814 ,0 ,0 ,0 ,25 ,17 ,0 ,0 ,0 ,42 ,99 ,22 ,0 ,121,2565 ,0, 0 
2041.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,18 ,0 ,18,1267 ,0, 0 
2041.795,3,529 ,103 ,1 ,256 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,911 ,0, 0 
2160.969,8,527 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1229 ,0, 0 
2161.086,11,1365 ,103 ,9 ,1072 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2034 ,0, 0 
2161.133,2,512 ,103 ,1 ,256 ,1 ,0 ,0 ,25 ,0 ,67 ,0 ,0 ,92 ,116 ,20 ,67 ,203,2228 ,0, 0 
2161.222,18,846 ,103 ,19 ,518 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,1959 ,0, 0 
2161.244,4,799 ,103 ,8 ,534 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1548 ,0, 0 
2161.271,6,800 ,103 ,2 ,512 ,1 ,0 ,120 ,1 ,19 ,0 ,0 ,0 ,140 ,0 ,87 ,0 ,87,3449 ,0, 1 
2161.298,7,1385 ,103 ,9 ,1072 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,46 ,0 ,46,2012 ,0, 0 
2161.346,14,548 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,36 ,0 ,36,1611 ,0, 0 
2161.359,15,1420 ,103 ,9 ,1088 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2006 ,0, 0 
2161.369,20,1497 ,103 ,12 ,1171 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1488 ,0, 0 
2161.37,16,796 ,103 ,2 ,512 ,0 ,0 ,0 ,26 ,14 ,18 ,0 ,0 ,58 ,115 ,40 ,18 ,173,2921 ,0, 0 
2161.453,10,942 ,103 ,14 ,563 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,0 ,25 ,110 ,1 ,0 ,111,1799 ,0, 0 
2161.49,12,1165 ,103 ,18 ,864 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,1,1699 ,0, 0 
2161.605,9,1141 ,103 ,5 ,787 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,23,2970 ,0, 0 
2161.611,5,858 ,103 ,2 ,512 ,3 ,0 ,0 ,1 ,14 ,0 ,0 ,0 ,15 ,0 ,24 ,0 ,24,2878 ,0, 0 
2161.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,23 ,1 ,24,1760 ,0, 0 
2161.706,17,1064 ,103 ,16 ,776 ,0 ,0 ,0 ,26 ,19 ,0 ,0 ,0 ,45 ,110 ,24 ,0 ,134,2246 ,0, 0 
2161.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,25 ,0 ,25,1559 ,0, 0 
2161.795,3,529 ,103 ,1 ,256 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,1296 ,0, 0 
2280.969,8,523 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1238 ,0, 0 
2281.087,11,1426 ,103 ,9 ,1141 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,4 ,0 ,4,2348 ,0, 0 
2281.132,2,512 ,103 ,1 ,256 ,1 ,0 ,0 ,6 ,0 ,25 ,0 ,0 ,31 ,1 ,7 ,25 ,33,1980 ,0, 0 
2281.147,6,785 ,103 ,2 ,512 ,1 ,0 ,0 ,2 ,6 ,0 ,0 ,0 ,8 ,0 ,22 ,0 ,22,3005 ,0, 0 
2281.222,18,846 ,103 ,19 ,518 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1765 ,0, 0 
2281.244,4,797 ,103 ,8 ,534 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1515 ,0, 0 
2281.298,7,1454 ,103 ,9 ,1141 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,11 ,0 ,11,2477 ,0, 0 
2281.346,14,540 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,10 ,0 ,10,1323 ,0, 0 
2281.359,15,1473 ,103 ,9 ,1141 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,4,2088 ,0, 0 
2281.369,20,1491 ,103 ,12 ,1165 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1898 ,0, 0 
2281.369,16,790 ,103 ,2 ,512 ,0 ,0 ,0 ,6 ,5 ,6 ,0 ,0 ,17 ,0 ,11 ,6 ,17,3069 ,0, 0 
2281.452,10,929 ,103 ,14 ,563 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0,1497 ,0, 0 
2281.49,12,1165 ,103 ,18 ,864 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,1668 ,0, 0 
2281.604,9,1131 ,103 ,5 ,787 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,5 ,2 ,7,3272 ,0, 0 
2281.611,5,819 ,103 ,2 ,512 ,3 ,0 ,0 ,1 ,6 ,2 ,0 ,0 ,9 ,0 ,10 ,2 ,12,3066 ,0, 0 
2281.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,6,1582 ,0, 0 
2281.705,17,1066 ,103 ,16 ,793 ,0 ,0 ,0 ,4 ,5 ,0 ,0 ,0 ,9 ,0 ,6 ,0 ,6,2679 ,0, 0 
2281.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,6,1332 ,0, 0 
2281.795,3,523 ,103 ,1 ,256 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,971 ,0, 0 
2400.969,8,523 ,103 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,1294 ,0, 0 
2401.087,11,1426 ,103 ,9 ,1141 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,2097 ,0, 0 
2401.132,2,512 ,103 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,5 ,0 ,0 ,7 ,0 ,1 ,5 ,6,2302 ,0, 0 
2401.146,6,781 ,103 ,2 ,512 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,6,3511 ,0, 0 
2401.222,18,825 ,103 ,19 ,518 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2,2039 ,0, 0 
2401.244,4,784 ,103 ,8 ,521 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1618 ,0, 0 
2401.298,7,1448 ,103 ,9 ,1141 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,0 ,5,2092 ,0, 0 
2401.346,14,540 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1684 ,0, 0 
2401.359,15,1432 ,103 ,9 ,1122 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,2099 ,0, 0 
2401.369,20,1442 ,103 ,12 ,1123 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1553 ,0, 0 
2401.369,16,785 ,103 ,2 ,512 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,2998 ,0, 0 
2401.452,10,885 ,103 ,14 ,540 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,1864 ,0, 0 
2401.49,12,1123 ,103 ,18 ,831 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,1778 ,0, 0 
2401.604,9,1099 ,103 ,5 ,787 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,4,3064 ,0, 0 
2401.611,5,808 ,103 ,2 ,512 ,3 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,2982 ,0, 0 
2401.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,4,1847 ,0, 0 
2401.705,17,1056 ,103 ,16 ,785 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,2326 ,0, 0 
2401.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1621 ,0, 0 
2401.795,3,523 ,103 ,1 ,256 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,1347 ,0, 0 
2520.969,8,520 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,1 ,2,1304 ,0, 0 
2521.087,11,1420 ,103 ,9 ,1141 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,2421 ,0, 0 
2521.132,2,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,1 ,1,2096 ,0, 0 
2521.146,6,777 ,103 ,2 ,512 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,3095 ,0, 0 
2521.222,18,819 ,103 ,19 ,518 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,2,1837 ,0, 0 
2521.244,4,783 ,103 ,8 ,521 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,1582 ,0, 0 
2521.298,7,1437 ,103 ,9 ,1141 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,2549 ,0, 0 
2521.346,14,540 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1421 ,0, 0 
2521.359,15,1432 ,103 ,9 ,1122 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2159 ,0, 0 
2521.369,20,1429 ,103 ,12 ,1123 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,1979 ,0, 0 
2521.369,16,783 ,103 ,2 ,512 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,3171 ,0, 0 
2521.452,10,876 ,103 ,14 ,540 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1561 ,0, 0 
2521.49,12,1113 ,103 ,18 ,825 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,1748 ,0, 0 
2521.604,9,1099 ,103 ,5 ,787 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,3371 ,0, 0 
2521.611,5,793 ,103 ,2 ,512 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,3,3164 ,0, 0 
2521.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,4,1654 ,0, 0 
2521.705,17,1050 ,103 ,16 ,785 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2756 ,0, 0 
2521.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,1430 ,0, 0 
2521.795,3,523 ,103 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1032 ,0, 0 
2640.969,8,518 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1371 ,0, 0 
2641.086,11,1420 ,103 ,9 ,1141 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2164 ,0, 0 
2641.132,2,512 ,103 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,0 ,3 ,3,2403 ,0, 0 
2641.146,6,777 ,103 ,2 ,512 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,3578 ,0, 0 
2641.222,18,810 ,103 ,19 ,518 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,2108 ,0, 0 
2641.244,4,781 ,103 ,8 ,521 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1688 ,0, 0 
2641.298,7,1437 ,104 ,9 ,1141 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,2145 ,0, 1 
2641.346,14,531 ,103 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,1761 ,0, 0 
2641.359,15,1432 ,103 ,9 ,1122 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,2154 ,0, 0 
2641.369,20,1429 ,103 ,12 ,1123 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,1606 ,0, 0 
2641.369,16,777 ,103 ,2 ,512 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,3 ,1 ,4,3083 ,0, 0 
2641.452,10,906 ,103 ,14 ,540 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,1937 ,0, 0 
2641.49,12,1109 ,103 ,18 ,825 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1860 ,0, 0 
2641.604,9,1105 ,103 ,5 ,793 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2,3120 ,0, 0 
2641.611,5,793 ,103 ,2 ,512 ,3 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,3103 ,0, 0 
2641.615,19,512 ,103 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1946 ,0, 0 
2641.705,17,1042 ,103 ,16 ,777 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,2392 ,0, 0 
2641.78,13,512 ,103 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1,1686 ,0, 0 
2641.795,3,519 ,103 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,1411 ,0, 0 
2760.969,8,512 ,0 ,1 ,256 ,1 ,0 ,0 ,6 ,2 ,1 ,6 ,2 ,17 ,0 ,20 ,7 ,27,1517 ,0, 0 
2761.097,11,65535 ,129 ,20 ,1719 ,0 ,0 ,0 ,14 ,3 ,1 ,5 ,1 ,24 ,0 ,34 ,2 ,36,2769 ,0, 0 
2761.133,2,512 ,129 ,1 ,256 ,1 ,0 ,0 ,13 ,5 ,4 ,9 ,7 ,38 ,0 ,29 ,15 ,44,2695 ,0, 0 
2761.147,6,65535 ,129 ,10 ,1048 ,1 ,0 ,0 ,13 ,3 ,1 ,6 ,0 ,23 ,0 ,30 ,3 ,33,3506 ,0, 0 
2761.223,18,768 ,129 ,19 ,512 ,0 ,0 ,0 ,13 ,5 ,3 ,10 ,4 ,35 ,0 ,26 ,8 ,34,2530 ,0, 0 
2761.299,7,65535 ,134 ,9 ,65535 ,1 ,0 ,0 ,15 ,0 ,0 ,1 ,0 ,16 ,0 ,23 ,17 ,40,2781 ,0, 1 
2761.346,14,512 ,0 ,1 ,256 ,1 ,0 ,0 ,9 ,3 ,6 ,5 ,3 ,26 ,0 ,25 ,15 ,40,1784 ,0, 0 
2761.355,4,583 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,4 ,0 ,8 ,0 ,21 ,0 ,16 ,0 ,16,2113 ,0, 0 
2761.359,15,65535 ,129 ,11 ,2502 ,1 ,0 ,0 ,15 ,3 ,0 ,4 ,0 ,22 ,0 ,26 ,0 ,26,2597 ,0, 0 
2761.369,20,65535 ,129 ,5 ,1049 ,0 ,0 ,0 ,9 ,3 ,2 ,4 ,1 ,19 ,0 ,25 ,5 ,30,2412 ,0, 0 
2761.37,16,65535 ,131 ,6 ,1440 ,0 ,0 ,0 ,13 ,3 ,6 ,5 ,7 ,34 ,0 ,27 ,16 ,43,3769 ,0, 0 
2761.453,10,1024 ,0 ,14 ,512 ,0 ,0 ,0 ,11 ,5 ,2 ,5 ,1 ,24 ,0 ,15 ,4 ,19,1931 ,0, 0 
2761.491,12,65535 ,129 ,20 ,1719 ,0 ,0 ,0 ,13 ,4 ,2 ,5 ,2 ,26 ,0 ,27 ,6 ,33,2266 ,0, 0 
2761.605,9,65535 ,133 ,5 ,1049 ,0 ,0 ,0 ,15 ,3 ,2 ,4 ,3 ,27 ,0 ,31 ,8 ,39,3914 ,0, 0 
2761.612,5,65535 ,129 ,19 ,512 ,3 ,0 ,0 ,13 ,3 ,9 ,5 ,5 ,35 ,0 ,42 ,20 ,62,3761 ,0, 0 
2761.615,19,512 ,1 ,1 ,256 ,2 ,0 ,0 ,12 ,3 ,11 ,6 ,6 ,38 ,0 ,30 ,21 ,51,2058 ,0, 0 
2761.706,17,65535 ,131 ,6 ,1440 ,0 ,0 ,0 ,13 ,2 ,0 ,4 ,0 ,19 ,0 ,24 ,1 ,25,3061 ,0, 0 
2761.78,13,65535 ,1 ,1 ,256 ,1 ,0 ,0 ,12 ,1 ,5 ,6 ,1 ,25 ,0 ,23 ,9 ,32,1740 ,0, 0 
2761.795,3,512 ,0 ,1 ,256 ,0 ,0 ,0 ,7 ,3 ,0 ,6 ,0 ,16 ,0 ,11 ,3 ,14,1244 ,0, 0 
2880.969,8,512 ,16 ,1 ,256 ,1 ,0 ,0 ,15 ,11 ,4 ,10 ,4 ,44 ,0 ,25 ,9 ,34,1944 ,0, 0 
2881.087,11,65535 ,25 ,15 ,4752 ,0 ,0 ,0 ,15 ,6 ,6 ,10 ,2 ,39 ,0 ,35 ,13 ,48,3077 ,0, 0 
2881.133,2,65535 ,16 ,1 ,256 ,1 ,0 ,0 ,18 ,7 ,14 ,9 ,5 ,53 ,0 ,29 ,27 ,56,3219 ,0, 0 
2881.147,6,65535 ,16 ,2 ,512 ,1 ,0 ,0 ,15 ,7 ,11 ,5 ,1 ,39 ,0 ,28 ,18 ,46,4426 ,0, 0 
2881.223,18,65535 ,23 ,19 ,527 ,0 ,0 ,0 ,14 ,6 ,4 ,8 ,2 ,34 ,0 ,27 ,11 ,38,2766 ,0, 0 
2881.245,4,65535 ,16 ,8 ,512 ,0 ,0 ,0 ,15 ,9 ,3 ,10 ,0 ,37 ,0 ,14 ,5 ,19,2449 ,0, 0 
2881.298,7,65535 ,28 ,16 ,65535 ,1 ,0 ,0 ,17 ,2 ,1 ,2 ,1 ,23 ,0 ,19 ,9 ,28,2657 ,0, 1 
2881.347,14,512 ,16 ,1 ,256 ,1 ,0 ,0 ,16 ,11 ,11 ,13 ,11 ,62 ,0 ,24 ,28 ,52,2789 ,0, 0 
2881.359,15,65535 ,27 ,7 ,4496 ,1 ,0 ,0 ,16 ,4 ,5 ,4 ,0 ,29 ,0 ,28 ,13 ,41,2875 ,0, 0 
2881.369,20,65535 ,23 ,12 ,1916 ,0 ,0 ,0 ,14 ,3 ,1 ,6 ,0 ,24 ,0 ,18 ,3 ,21,2178 ,0, 0 
2881.37,16,65535 ,27 ,7 ,65535 ,0 ,0 ,0 ,16 ,3 ,2 ,4 ,0 ,25 ,0 ,26 ,4 ,30,3622 ,0, 0 
2881.453,10,768 ,16 ,14 ,512 ,0 ,0 ,0 ,14 ,7 ,0 ,8 ,0 ,29 ,0 ,20 ,1 ,21,2404 ,0, 0 
2881.491,12,65535 ,23 ,18 ,1311 ,0 ,0 ,0 ,12 ,5 ,3 ,7 ,1 ,28 ,0 ,19 ,9 ,28,2438 ,0, 0 
2881.605,9,65535 ,25 ,15 ,4752 ,0 ,0 ,0 ,16 ,5 ,0 ,6 ,2 ,29 ,0 ,29 ,3 ,32,3785 ,0, 0 
2881.612,5,65535 ,25 ,2 ,512 ,3 ,0 ,0 ,15 ,6 ,10 ,10 ,3 ,44 ,0 ,30 ,24 ,54,4086 ,0, 0 
2881.616,19,65535 ,16 ,1 ,256 ,2 ,0 ,0 ,17 ,9 ,7 ,11 ,3 ,47 ,0 ,40 ,26 ,66,2708 ,0, 0 
2881.706,17,65535 ,23 ,7 ,4496 ,0 ,0 ,0 ,15 ,3 ,1 ,3 ,0 ,22 ,0 ,25 ,6 ,31,2960 ,0, 0 
2881.78,13,65535 ,16 ,1 ,256 ,1 ,0 ,0 ,18 ,11 ,2 ,12 ,2 ,45 ,0 ,27 ,6 ,33,2679 ,0, 0 
2881.796,3,512 ,16 ,1 ,256 ,0 ,0 ,0 ,15 ,6 ,6 ,7 ,1 ,35 ,0 ,17 ,7 ,24,1827 ,0, 0 
3000.969,8,552 ,30 ,1 ,256 ,1 ,0 ,0 ,9 ,5 ,6 ,2 ,1 ,23 ,0 ,24 ,10 ,34,1835 ,0, 0 
3001.087,11,1136 ,30 ,5 ,802 ,0 ,0 ,0 ,11 ,7 ,4 ,4 ,1 ,27 ,0 ,34 ,11 ,45,3149 ,0, 0 
3001.133,2,519 ,30 ,1 ,256 ,1 ,0 ,0 ,10 ,3 ,10 ,4 ,4 ,31 ,0 ,38 ,19 ,57,2985 ,0, 0 
3001.147,6,1271 ,30 ,10 ,1015 ,1 ,0 ,0 ,12 ,7 ,2 ,4 ,0 ,25 ,0 ,24 ,4 ,28,3868 ,0, 0 
3001.223,18,1577 ,30 ,5 ,802 ,0 ,0 ,0 ,11 ,7 ,0 ,3 ,0 ,21 ,0 ,26 ,0 ,26,2958 ,0, 0 
3001.245,4,807 ,30 ,8 ,529 ,0 ,0 ,0 ,10 ,5 ,0 ,3 ,0 ,18 ,0 ,23 ,0 ,23,2411 ,0, 0 
3001.298,7,1599 ,30 ,9 ,1208 ,1 ,0 ,0 ,13 ,6 ,2 ,6 ,2 ,29 ,0 ,24 ,4 ,28,3119 ,0, 0 
3001.346,14,512 ,30 ,1 ,256 ,1 ,0 ,0 ,7 ,3 ,6 ,3 ,0 ,19 ,0 ,24 ,8 ,32,1979 ,0, 0 
3001.359,15,1413 ,30 ,11 ,1157 ,1 ,0 ,0 ,11 ,5 ,0 ,3 ,0 ,19 ,0 ,24 ,3 ,27,2828 ,0, 0 
3001.369,20,1673 ,30 ,5 ,802 ,0 ,0 ,0 ,11 ,7 ,1 ,2 ,0 ,21 ,0 ,24 ,3 ,27,2764 ,0, 0 
3001.369,16,1384 ,30 ,2 ,520 ,0 ,0 ,0 ,11 ,4 ,4 ,3 ,2 ,24 ,0 ,31 ,6 ,37,4334 ,0, 0 
3001.453,10,990 ,30 ,14 ,512 ,0 ,0 ,0 ,7 ,3 ,4 ,2 ,0 ,16 ,0 ,11 ,4 ,15,2170 ,0, 0 
3001.491,12,1402 ,30 ,5 ,802 ,0 ,0 ,0 ,12 ,7 ,1 ,2 ,1 ,23 ,0 ,23 ,2 ,25,2646 ,0, 0 
3001.605,9,1208 ,30 ,5 ,802 ,0 ,0 ,0 ,12 ,7 ,3 ,8 ,1 ,31 ,0 ,31 ,12 ,43,4411 ,0, 0 
3001.612,5,790 ,30 ,13 ,520 ,3 ,0 ,0 ,13 ,7 ,31 ,8 ,1 ,60 ,0 ,46 ,45 ,91,4548 ,0, 0 
3001.615,19,281 ,30 ,1 ,256 ,2 ,0 ,0 ,14 ,7 ,5 ,7 ,1 ,34 ,0 ,41 ,6 ,47,2423 ,0, 0 
3001.705,17,1775 ,30 ,6 ,1271 ,0 ,0 ,0 ,11 ,4 ,0 ,2 ,0 ,17 ,0 ,24 ,0 ,24,3318 ,0, 0 
3001.78,13,530 ,30 ,1 ,256 ,1 ,0 ,0 ,9 ,3 ,25 ,3 ,0 ,40 ,0 ,29 ,26 ,55,2079 ,0, 0 
3001.795,3,555 ,30 ,1 ,256 ,0 ,0 ,0 ,6 ,6 ,0 ,2 ,0 ,14 ,0 ,16 ,0 ,16,1433 ,0, 0 
3120.968,8,537 ,30 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,2 ,1 ,0 ,6 ,0 ,6 ,2 ,8,2014 ,0, 0 
3121.086,11,1098 ,30 ,5 ,786 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,0 ,4 ,0 ,6 ,1 ,7,3167 ,0, 0 
3121.132,2,516 ,30 ,1 ,256 ,1 ,0 ,0 ,2 ,1 ,1 ,1 ,0 ,5 ,0 ,9 ,1 ,10,3308 ,0, 0 
3121.147,6,1153 ,30 ,10 ,897 ,1 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,5 ,2 ,7,4513 ,0, 0 
