time,id,myrank,sentvn,mypparent,pparentrank,nneighbors,children,sentDIS,sentDIO,generatedDAO,forwardedDAO,generatedNPDAO,forwardedNPDAO,ttlsent,receivedDIS,receivedDIO,receivedDAO,ttlrcvd,forwardeddata,attack
15001.795,3,514 ,87 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,6279 ,0, 0 
15120.968,8,519 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,7585 ,0, 0 
15121.087,11,1551 ,87 ,5 ,1100 ,0 ,0 ,0 ,13 ,12 ,11 ,9 ,2 ,47 ,0 ,38 ,24 ,62,15034 ,0, 0 
15121.133,2,537 ,87 ,1 ,256 ,1 ,0 ,0 ,22 ,0 ,4 ,0 ,1 ,27 ,63 ,18 ,6 ,87,13993 ,0, 0 
15121.148,6,1353 ,87 ,10 ,993 ,1 ,0 ,120 ,6 ,8 ,3 ,3 ,2 ,142 ,0 ,49 ,8 ,57,21632 ,0, 1 
15121.222,18,1244 ,87 ,4 ,844 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,6,10099 ,0, 0 
15121.244,4,851 ,87 ,19 ,529 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,9086 ,0, 0 
15121.298,7,1160 ,87 ,9 ,300 ,1 ,0 ,0 ,13 ,6 ,6 ,10 ,3 ,38 ,0 ,41 ,24 ,65,14951 ,0, 0 
15121.346,14,532 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,11 ,1 ,3 ,16 ,0 ,23 ,15 ,38,9677 ,0, 0 
15121.36,15,65535 ,87 ,11 ,65535 ,1 ,0 ,0 ,18 ,12 ,7 ,18 ,1 ,56 ,0 ,28 ,32 ,60,14303 ,0, 0 
15121.369,20,1948 ,87 ,5 ,1100 ,0 ,0 ,0 ,9 ,9 ,0 ,2 ,0 ,20 ,0 ,17 ,0 ,17,10395 ,0, 0 
15121.37,16,1496 ,87 ,2 ,537 ,0 ,0 ,0 ,23 ,9 ,0 ,9 ,0 ,41 ,58 ,41 ,11 ,110,18895 ,0, 0 
15121.453,10,973 ,87 ,14 ,545 ,0 ,0 ,0 ,24 ,0 ,10 ,1 ,3 ,38 ,101 ,4 ,14 ,119,11945 ,0, 0 
15121.491,12,1884 ,87 ,11 ,1115 ,0 ,0 ,0 ,6 ,10 ,1 ,3 ,0 ,20 ,0 ,18 ,2 ,20,10756 ,0, 0 
15121.606,9,1484 ,87 ,11 ,1115 ,0 ,0 ,0 ,18 ,12 ,18 ,26 ,5 ,79 ,0 ,46 ,70 ,116,20786 ,0, 1 
15121.612,5,1010 ,87 ,19 ,520 ,3 ,0 ,0 ,7 ,4 ,14 ,1 ,5 ,31 ,0 ,35 ,24 ,59,18336 ,0, 0 
15121.616,19,520 ,87 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,13 ,0 ,2 ,16 ,0 ,17 ,16 ,33,11105 ,0, 0 
15121.706,17,1601 ,87 ,6 ,1201 ,0 ,0 ,0 ,24 ,7 ,0 ,6 ,0 ,37 ,71 ,27 ,4 ,102,12867 ,0, 0 
15121.78,13,557 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,16 ,0 ,16,10075 ,0, 0 
15121.795,3,512 ,87 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,6786 ,0, 0 
15240.968,8,519 ,87 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,7493 ,0, 0 
15241.087,11,1318 ,87 ,5 ,945 ,0 ,0 ,0 ,6 ,1 ,1 ,2 ,2 ,12 ,0 ,19 ,4 ,23,15785 ,0, 0 
15241.133,2,519 ,87 ,1 ,256 ,1 ,0 ,0 ,6 ,0 ,17 ,0 ,0 ,23 ,1 ,13 ,19 ,33,13000 ,0, 0 
15241.147,6,1096 ,87 ,2 ,521 ,1 ,0 ,0 ,8 ,6 ,6 ,1 ,0 ,21 ,0 ,21 ,6 ,27,17062 ,0, 0 
15241.223,18,662 ,87 ,19 ,527 ,0 ,0 ,0 ,3 ,1 ,3 ,1 ,0 ,8 ,0 ,9 ,3 ,12,11165 ,0, 0 
15241.244,4,838 ,87 ,19 ,529 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,2 ,0 ,2 ,1 ,3,9420 ,0, 0 
15241.298,7,1505 ,87 ,16 ,1069 ,1 ,0 ,0 ,8 ,5 ,0 ,4 ,0 ,17 ,0 ,19 ,2 ,21,14897 ,0, 0 
15241.346,14,521 ,87 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,4 ,1 ,1 ,6 ,0 ,7 ,6 ,13,8496 ,0, 0 
15241.359,15,1680 ,87 ,9 ,1267 ,1 ,0 ,0 ,5 ,6 ,0 ,2 ,0 ,13 ,0 ,16 ,3 ,19,13726 ,0, 0 
15241.369,20,1442 ,87 ,12 ,1100 ,0 ,0 ,0 ,5 ,3 ,0 ,1 ,0 ,9 ,0 ,12 ,0 ,12,11864 ,0, 0 
15241.446,16,1012 ,87 ,2 ,521 ,0 ,0 ,0 ,8 ,4 ,5 ,1 ,1 ,19 ,0 ,26 ,6 ,32,18443 ,0, 0 
15241.453,10,1069 ,87 ,14 ,545 ,0 ,0 ,0 ,7 ,0 ,5 ,1 ,1 ,14 ,0 ,6 ,6 ,12,10556 ,0, 0 
15241.491,12,1068 ,87 ,18 ,699 ,0 ,0 ,0 ,9 ,3 ,2 ,2 ,0 ,16 ,0 ,9 ,2 ,11,12022 ,0, 0 
15241.605,9,1260 ,87 ,5 ,945 ,0 ,0 ,0 ,7 ,3 ,5 ,3 ,2 ,20 ,0 ,18 ,8 ,26,20960 ,0, 0 
15241.612,5,873 ,87 ,19 ,520 ,3 ,0 ,0 ,1 ,0 ,12 ,0 ,4 ,17 ,0 ,23 ,21 ,44,19527 ,0, 0 
15241.616,19,516 ,87 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,16 ,0 ,4 ,21 ,0 ,10 ,21 ,31,10722 ,0, 0 
15241.706,17,1481 ,87 ,6 ,1151 ,0 ,0 ,0 ,7 ,6 ,0 ,0 ,0 ,13 ,0 ,18 ,0 ,18,12722 ,0, 0 
15241.78,13,557 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,4 ,0 ,4,9283 ,0, 0 
15241.795,3,512 ,87 ,1 ,256 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,6334 ,0, 0 
15360.968,8,516 ,87 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,2,7667 ,0, 0 
15361.086,11,1200 ,87 ,5 ,839 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,8 ,0 ,8,15120 ,0, 0 
15361.132,2,515 ,87 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,5 ,0 ,4 ,3 ,7,14097 ,0, 0 
15361.147,6,1052 ,87 ,2 ,516 ,1 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,5 ,0 ,4 ,1 ,5,21729 ,0, 0 
15361.223,18,736 ,87 ,19 ,527 ,0 ,0 ,0 ,5 ,0 ,6 ,0 ,0 ,11 ,0 ,5 ,6 ,11,10256 ,0, 0 
15361.244,4,845 ,87 ,19 ,529 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,5 ,0 ,5,9189 ,0, 0 
15361.298,7,1352 ,87 ,16 ,966 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,4,15047 ,0, 0 
15361.346,14,521 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,9733 ,0, 0 
15361.359,15,1623 ,87 ,9 ,1254 ,1 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,1,14415 ,0, 0 
15361.369,20,1472 ,87 ,12 ,1154 ,0 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,6 ,0 ,5 ,0 ,5,10500 ,0, 0 
15361.369,16,972 ,87 ,2 ,521 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,2 ,0 ,3 ,1 ,4,19015 ,0, 0 
15361.453,10,1069 ,87 ,14 ,545 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,12001 ,0, 0 
15361.491,12,1154 ,87 ,18 ,731 ,0 ,0 ,0 ,4 ,3 ,3 ,0 ,0 ,10 ,0 ,7 ,3 ,10,10890 ,0, 0 
15361.604,9,1137 ,87 ,5 ,839 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,4 ,1 ,5,20884 ,0, 0 
15361.611,5,849 ,87 ,19 ,520 ,3 ,0 ,0 ,2 ,0 ,3 ,3 ,0 ,8 ,0 ,9 ,3 ,12,18509 ,0, 0 
15361.615,19,512 ,87 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,9 ,0 ,0 ,10 ,0 ,4 ,13 ,17,11229 ,0, 0 
15361.705,17,1437 ,87 ,6 ,1089 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,12975 ,0, 0 
15361.78,13,552 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,10137 ,0, 0 
15361.795,3,512 ,87 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1,6839 ,0, 0 
15480.968,8,516 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,7567 ,0, 0 
15481.086,11,1189 ,87 ,5 ,839 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,6 ,0 ,6,15865 ,0, 0 
15481.132,2,513 ,87 ,1 ,256 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,2 ,1 ,3,13078 ,0, 0 
15481.147,6,996 ,87 ,2 ,516 ,1 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,4 ,0 ,1 ,1 ,2,17177 ,0, 0 
15481.222,18,736 ,87 ,19 ,527 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,4 ,0 ,2 ,2 ,4,11251 ,0, 0 
15481.244,4,845 ,87 ,19 ,529 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,9484 ,0, 0 
15481.298,7,1352 ,87 ,16 ,966 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2,14951 ,0, 0 
15481.346,14,519 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,3,8569 ,0, 0 
15481.359,15,1509 ,87 ,9 ,1137 ,1 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,2,13812 ,0, 0 
15481.369,20,1447 ,87 ,12 ,1142 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,4 ,0 ,3 ,0 ,3,11943 ,0, 0 
15481.369,16,972 ,87 ,2 ,521 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,4 ,0 ,4,18544 ,0, 0 
15481.453,10,1042 ,87 ,14 ,545 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,10623 ,0, 0 
15481.49,12,1113 ,87 ,18 ,736 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,3 ,0 ,4 ,1 ,5,12110 ,0, 0 
15481.604,9,1132 ,87 ,5 ,839 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,4 ,1 ,5,21057 ,0, 0 
15481.611,5,841 ,87 ,19 ,520 ,3 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,5 ,1 ,6,19648 ,0, 0 
15481.615,19,512 ,87 ,1 ,256 ,2 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,4 ,0 ,1 ,3 ,4,10806 ,0, 0 
15481.705,17,1373 ,87 ,6 ,1052 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,1,12797 ,0, 0 
15481.78,13,544 ,87 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0,9359 ,0, 0 
15481.795,3,512 ,87 ,1 ,256 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,2,6400 ,0, 0 
15600.969,8,512 ,104 ,1 ,256 ,1 ,0 ,0 ,7 ,4 ,1 ,4 ,2 ,18 ,0 ,19 ,7 ,26,7865 ,0, 0 
15601.087,11,65535 ,107 ,9 ,2239 ,0 ,0 ,0 ,11 ,1 ,0 ,2 ,0 ,14 ,0 ,28 ,6 ,34,15362 ,0, 0 
15601.133,2,65535 ,105 ,1 ,256 ,1 ,0 ,0 ,11 ,3 ,2 ,7 ,3 ,26 ,0 ,23 ,5 ,28,14416 ,0, 0 
15601.147,6,65535 ,107 ,10 ,774 ,1 ,0 ,0 ,10 ,3 ,3 ,3 ,2 ,21 ,0 ,22 ,6 ,28,22091 ,0, 0 
15601.223,18,65535 ,105 ,19 ,512 ,0 ,0 ,0 ,8 ,1 ,2 ,4 ,1 ,16 ,0 ,22 ,4 ,26,10538 ,0, 0 
15601.245,4,768 ,104 ,19 ,512 ,0 ,0 ,0 ,7 ,4 ,0 ,8 ,0 ,19 ,0 ,14 ,0 ,14,9490 ,0, 0 
15601.299,7,65535 ,110 ,17 ,65535 ,1 ,0 ,0 ,12 ,0 ,0 ,2 ,1 ,15 ,0 ,21 ,15 ,36,15307 ,0, 1 
15601.347,14,65535 ,104 ,1 ,256 ,1 ,0 ,0 ,8 ,5 ,5 ,6 ,6 ,30 ,0 ,24 ,14 ,38,10009 ,0, 0 
15601.359,15,65535 ,109 ,7 ,1983 ,1 ,0 ,0 ,11 ,3 ,0 ,3 ,0 ,17 ,0 ,25 ,0 ,25,14675 ,0, 0 
15601.369,20,65535 ,105 ,11 ,2751 ,0 ,0 ,0 ,8 ,2 ,0 ,2 ,0 ,12 ,0 ,20 ,0 ,20,10695 ,0, 0 
15601.37,16,65535 ,107 ,7 ,1983 ,0 ,0 ,0 ,8 ,2 ,0 ,3 ,0 ,13 ,0 ,25 ,2 ,27,19224 ,0, 0 
15601.453,10,65535 ,107 ,14 ,512 ,0 ,0 ,0 ,9 ,4 ,2 ,5 ,2 ,22 ,0 ,14 ,5 ,19,12279 ,0, 0 
15601.491,12,65535 ,105 ,11 ,2751 ,0 ,0 ,0 ,10 ,1 ,3 ,2 ,1 ,17 ,0 ,20 ,5 ,25,11166 ,0, 0 
15601.605,9,65535 ,109 ,7 ,1983 ,0 ,0 ,0 ,12 ,2 ,2 ,3 ,1 ,20 ,0 ,34 ,6 ,40,21217 ,0, 0 
15601.612,5,65535 ,105 ,9 ,2239 ,3 ,0 ,0 ,10 ,1 ,1 ,2 ,2 ,16 ,0 ,34 ,10 ,44,18887 ,0, 0 
15601.616,19,65535 ,105 ,1 ,256 ,2 ,0 ,0 ,10 ,5 ,5 ,6 ,7 ,33 ,0 ,28 ,23 ,51,11631 ,0, 0 
15601.706,17,65535 ,107 ,16 ,2239 ,0 ,0 ,0 ,11 ,2 ,1 ,4 ,0 ,18 ,0 ,19 ,8 ,27,13390 ,0, 0 
15601.784,13,65535 ,105 ,1 ,256 ,1 ,0 ,0 ,9 ,3 ,1 ,6 ,0 ,19 ,0 ,17 ,2 ,19,10425 ,0, 0 
15601.796,3,512 ,104 ,1 ,256 ,0 ,0 ,0 ,8 ,4 ,0 ,5 ,0 ,17 ,0 ,13 ,0 ,13,7059 ,0, 0 
15720.969,8,65535 ,140 ,1 ,256 ,1 ,0 ,0 ,15 ,12 ,8 ,9 ,2 ,46 ,0 ,45 ,15 ,60,7920 ,0, 0 
15721.087,11,65535 ,141 ,9 ,1372 ,0 ,0 ,0 ,20 ,4 ,3 ,6 ,0 ,33 ,0 ,57 ,9 ,66,16397 ,0, 0 
15721.133,2,65535 ,140 ,1 ,256 ,1 ,0 ,0 ,18 ,5 ,8 ,8 ,3 ,42 ,0 ,61 ,15 ,76,13535 ,0, 0 
15721.147,6,65535 ,140 ,2 ,512 ,1 ,0 ,0 ,17 ,3 ,1 ,4 ,1 ,26 ,0 ,41 ,2 ,43,17558 ,0, 0 
15721.223,18,65535 ,141 ,4 ,768 ,0 ,0 ,0 ,17 ,5 ,1 ,11 ,1 ,35 ,0 ,39 ,5 ,44,11784 ,0, 0 
15721.245,4,65535 ,140 ,8 ,512 ,0 ,0 ,0 ,18 ,6 ,4 ,9 ,3 ,40 ,0 ,26 ,10 ,36,10015 ,0, 0 
15721.299,7,65535 ,148 ,17 ,65535 ,1 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,37 ,0 ,37,15169 ,0, 1 
15721.347,14,512 ,140 ,1 ,256 ,1 ,0 ,0 ,16 ,10 ,5 ,10 ,2 ,43 ,0 ,45 ,11 ,56,8973 ,0, 0 
15721.36,15,65535 ,141 ,11 ,65535 ,1 ,0 ,0 ,19 ,2 ,0 ,2 ,0 ,23 ,0 ,45 ,3 ,48,14144 ,0, 0 
15721.369,20,65535 ,140 ,12 ,1765 ,0 ,0 ,0 ,17 ,5 ,0 ,5 ,0 ,27 ,0 ,30 ,0 ,30,12418 ,0, 0 
15721.37,16,65535 ,145 ,2 ,719 ,0 ,0 ,0 ,18 ,1 ,2 ,1 ,2 ,24 ,0 ,45 ,5 ,50,19001 ,0, 0 
15721.453,10,768 ,140 ,14 ,512 ,0 ,0 ,0 ,18 ,7 ,0 ,6 ,0 ,31 ,0 ,25 ,1 ,26,11026 ,0, 0 
15721.491,12,65535 ,141 ,18 ,1509 ,0 ,0 ,0 ,18 ,7 ,1 ,11 ,0 ,37 ,0 ,41 ,5 ,46,12776 ,0, 0 
15721.605,9,65535 ,147 ,0 ,65535 ,0 ,0 ,0 ,20 ,3 ,1 ,3 ,1 ,28 ,0 ,55 ,5 ,60,21536 ,0, 0 
15721.612,5,65535 ,141 ,2 ,512 ,3 ,0 ,0 ,19 ,1 ,1 ,2 ,0 ,23 ,0 ,75 ,10 ,85,20055 ,0, 0 
15721.616,19,65535 ,141 ,2 ,512 ,2 ,0 ,0 ,17 ,7 ,3 ,10 ,2 ,39 ,0 ,61 ,11 ,72,11167 ,0, 0 
15721.706,17,65535 ,145 ,16 ,963 ,0 ,0 ,0 ,16 ,1 ,0 ,1 ,0 ,18 ,0 ,38 ,0 ,38,13083 ,0, 0 
15721.781,13,512 ,141 ,0 ,0 ,1 ,0 ,0 ,15 ,6 ,2 ,10 ,2 ,35 ,0 ,46 ,5 ,51,9693 ,0, 0 
15721.802,3,512 ,140 ,0 ,0 ,0 ,0 ,0 ,14 ,11 ,1 ,9 ,1 ,36 ,0 ,37 ,2 ,39,6645 ,0, 0 
15840.969,8,512 ,182 ,1 ,256 ,1 ,0 ,0 ,18 ,9 ,5 ,10 ,4 ,46 ,0 ,44 ,17 ,61,8277 ,0, 0 
15841.087,11,65535 ,185 ,5 ,1186 ,0 ,0 ,0 ,21 ,2 ,0 ,2 ,0 ,25 ,0 ,65 ,1 ,66,15653 ,0, 0 
15841.133,2,65535 ,183 ,1 ,256 ,1 ,0 ,0 ,20 ,4 ,3 ,11 ,2 ,40 ,0 ,76 ,8 ,84,14862 ,0, 0 
15841.147,6,65535 ,185 ,10 ,768 ,1 ,0 ,0 ,19 ,1 ,1 ,3 ,1 ,25 ,0 ,44 ,3 ,47,22412 ,0, 0 
15841.223,18,65535 ,181 ,19 ,512 ,0 ,0 ,0 ,18 ,6 ,0 ,6 ,0 ,30 ,0 ,41 ,0 ,41,10962 ,0, 0 
15841.245,4,65535 ,181 ,8 ,537 ,0 ,0 ,0 ,18 ,9 ,0 ,12 ,0 ,39 ,0 ,36 ,0 ,36,9934 ,0, 0 
15841.299,7,65535 ,188 ,17 ,65535 ,1 ,0 ,0 ,20 ,0 ,0 ,0 ,0 ,20 ,0 ,40 ,0 ,40,15517 ,0, 1 
15841.347,14,512 ,183 ,14 ,0 ,1 ,0 ,0 ,17 ,7 ,8 ,11 ,6 ,49 ,0 ,46 ,21 ,67,10417 ,0, 0 
15841.369,20,65535 ,185 ,5 ,793 ,0 ,0 ,0 ,20 ,4 ,0 ,3 ,0 ,27 ,0 ,41 ,0 ,41,11025 ,0, 0 
15841.37,16,65535 ,185 ,2 ,698 ,0 ,0 ,0 ,19 ,1 ,0 ,2 ,0 ,22 ,0 ,45 ,0 ,45,19481 ,0, 0 
15841.453,10,65535 ,181 ,14 ,512 ,0 ,0 ,0 ,15 ,4 ,0 ,8 ,0 ,27 ,0 ,26 ,0 ,26,12666 ,0, 0 
15841.487,15,65535 ,185 ,11 ,65535 ,1 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,47 ,0 ,47,14876 ,0, 0 
15841.491,12,65535 ,185 ,5 ,793 ,0 ,0 ,0 ,19 ,3 ,1 ,4 ,0 ,27 ,0 ,49 ,2 ,51,11494 ,0, 0 
15841.605,9,65535 ,185 ,5 ,1186 ,0 ,0 ,0 ,22 ,1 ,0 ,4 ,0 ,27 ,0 ,67 ,0 ,67,21529 ,0, 0 
15841.612,5,65535 ,185 ,19 ,537 ,3 ,0 ,0 ,23 ,7 ,8 ,6 ,3 ,47 ,0 ,77 ,23 ,100,19482 ,0, 0 
15841.616,19,512 ,182 ,1 ,256 ,2 ,0 ,0 ,17 ,8 ,14 ,13 ,6 ,58 ,0 ,72 ,33 ,105,12021 ,0, 0 
15841.71,17,65535 ,185 ,16 ,963 ,0 ,0 ,0 ,19 ,0 ,0 ,0 ,0 ,19 ,0 ,40 ,0 ,40,13584 ,0, 0 
15841.78,13,512 ,183 ,1 ,256 ,1 ,0 ,0 ,17 ,9 ,5 ,11 ,0 ,42 ,0 ,49 ,8 ,57,10792 ,0, 0 
15841.796,3,512 ,182 ,1 ,256 ,0 ,0 ,0 ,16 ,14 ,0 ,14 ,0 ,44 ,0 ,36 ,2 ,38,7415 ,0, 0 
15960.969,8,512 ,190 ,1 ,256 ,1 ,0 ,0 ,8 ,6 ,3 ,5 ,2 ,24 ,0 ,23 ,5 ,28,8112 ,0, 0 
15961.087,11,1182 ,190 ,5 ,818 ,0 ,0 ,0 ,11 ,7 ,3 ,3 ,1 ,25 ,0 ,25 ,4 ,29,16735 ,0, 0 
15961.133,2,519 ,190 ,1 ,256 ,1 ,0 ,0 ,10 ,6 ,21 ,5 ,3 ,45 ,0 ,32 ,26 ,58,13899 ,0, 0 
15961.147,6,969 ,190 ,2 ,548 ,1 ,0 ,0 ,9 ,3 ,11 ,0 ,1 ,24 ,0 ,24 ,13 ,37,17968 ,0, 0 
15961.223,18,1335 ,190 ,5 ,818 ,0 ,0 ,0 ,9 ,7 ,0 ,3 ,0 ,19 ,0 ,23 ,0 ,23,12176 ,0, 0 
15961.245,4,1202 ,190 ,8 ,512 ,0 ,0 ,0 ,11 ,7 ,0 ,5 ,0 ,23 ,0 ,21 ,1 ,22,10405 ,0, 0 
15961.299,7,1535 ,190 ,16 ,1257 ,1 ,0 ,0 ,13 ,4 ,2 ,3 ,0 ,22 ,0 ,21 ,2 ,23,15495 ,0, 0 
15961.346,14,559 ,190 ,1 ,256 ,1 ,0 ,0 ,10 ,6 ,2 ,7 ,0 ,25 ,0 ,22 ,3 ,25,9187 ,0, 0 
15961.359,15,1978 ,190 ,7 ,1535 ,1 ,0 ,0 ,11 ,6 ,0 ,3 ,0 ,20 ,0 ,24 ,0 ,24,14517 ,0, 0 
15961.369,20,1229 ,190 ,5 ,818 ,0 ,0 ,0 ,8 ,6 ,1 ,0 ,1 ,16 ,0 ,20 ,2 ,22,12659 ,0, 0 
15961.37,16,1257 ,190 ,6 ,1001 ,0 ,0 ,0 ,12 ,3 ,4 ,2 ,0 ,21 ,0 ,22 ,4 ,26,19279 ,0, 0 
15961.453,10,815 ,190 ,14 ,559 ,0 ,0 ,0 ,9 ,2 ,0 ,1 ,0 ,12 ,0 ,13 ,0 ,13,11195 ,0, 0 
15961.491,12,1478 ,190 ,11 ,1222 ,0 ,0 ,0 ,11 ,3 ,0 ,2 ,0 ,16 ,0 ,24 ,0 ,24,13027 ,0, 0 
15961.605,9,1248 ,190 ,5 ,818 ,0 ,0 ,0 ,8 ,6 ,2 ,1 ,3 ,20 ,0 ,28 ,6 ,34,21908 ,0, 0 
15961.612,5,801 ,190 ,19 ,526 ,3 ,0 ,0 ,11 ,3 ,30 ,7 ,7 ,58 ,0 ,35 ,40 ,75,20852 ,0, 0 
15961.616,19,512 ,190 ,1 ,256 ,2 ,0 ,0 ,9 ,6 ,27 ,8 ,11 ,61 ,0 ,35 ,43 ,78,11508 ,0, 0 
15961.706,17,1392 ,190 ,6 ,1001 ,0 ,0 ,0 ,9 ,4 ,1 ,1 ,1 ,16 ,0 ,22 ,3 ,25,13309 ,0, 0 
15961.78,13,512 ,190 ,1 ,256 ,1 ,0 ,0 ,8 ,6 ,0 ,2 ,0 ,16 ,0 ,22 ,2 ,24,9876 ,0, 0 
15961.795,3,719 ,190 ,1 ,256 ,0 ,0 ,0 ,9 ,6 ,0 ,3 ,0 ,18 ,0 ,15 ,0 ,15,6808 ,0, 0 
16080.969,8,531 ,190 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,0 ,6 ,1 ,7,8355 ,0, 0 
16081.087,11,1128 ,190 ,5 ,795 ,0 ,0 ,0 ,3 ,3 ,2 ,0 ,0 ,8 ,0 ,16 ,2 ,18,15801 ,0, 0 
16081.132,2,512 ,190 ,1 ,256 ,1 ,0 ,0 ,2 ,0 ,4 ,2 ,1 ,9 ,0 ,9 ,6 ,15,14976 ,0, 0 
16081.147,6,886 ,190 ,2 ,513 ,1 ,0 ,0 ,1 ,1 ,3 ,1 ,1 ,7 ,0 ,5 ,5 ,10,22529 ,0, 0 
16081.223,18,1285 ,190 ,5 ,795 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,4 ,0 ,6 ,0 ,6,11060 ,0, 0 
16081.244,4,1183 ,190 ,8 ,537 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,3,10013 ,0, 0 
16081.298,7,1554 ,190 ,16 ,1285 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,4 ,0 ,8 ,1 ,9,15592 ,0, 0 
16081.346,14,538 ,190 ,1 ,256 ,1 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,3 ,0 ,9 ,2 ,11,10497 ,0, 0 
16081.359,15,1713 ,190 ,9 ,1164 ,1 ,0 ,0 ,6 ,2 ,0 ,1 ,0 ,9 ,0 ,4 ,0 ,4,14998 ,0, 0 
16081.369,20,1140 ,190 ,5 ,784 ,0 ,0 ,0 ,2 ,3 ,0 ,1 ,0 ,6 ,0 ,7 ,0 ,7,11162 ,0, 0 
